epoch,train_loss,train_acc,val_loss,val_acc,lr
1,3.4647739059908247,0.09950681752248332,3.056128325445127,0.1782490974729242,0.001
2,3.1238321736707135,0.1614930857750701,2.894950722098781,0.22382671480144403,0.001
3,2.9391463287516935,0.1965960738806692,2.740254870390634,0.24684115523465705,0.001
4,2.79918719239489,0.22038487573735616,2.689314625323464,0.25225631768953066,0.001
5,2.6892185483238427,0.2506527415143603,2.5771331546108645,0.29106498194945846,0.001
6,2.6080357145841204,0.2675756696644425,2.592247876019254,0.29196750902527074,0.001
7,2.500651714476934,0.2902040421622667,2.4995893209849886,0.31994584837545126,0.001
8,2.4114520244978346,0.30954453147664635,2.1989220419515343,0.38267148014440433,0.001
9,2.312645827786695,0.3407794217193695,2.341535708534158,0.33935018050541516,0.001
10,2.238934147947013,0.3575089449763079,2.1153420317474256,0.4187725631768953,0.001
11,2.165272739786392,0.3719176095155207,2.0680703565962477,0.40252707581227437,0.001
12,2.1226144805082257,0.38091093704670725,1.9951738820609632,0.4345667870036101,0.001
13,2.0487553989756973,0.39831737742964896,1.876785769789658,0.48104693140794225,0.001
14,1.992252359986478,0.42046223769461366,1.914951872739551,0.45893501805054154,0.001
15,1.9317857018753795,0.4270380040615028,1.8825720716469554,0.4629963898916967,0.001
16,1.8860092121355192,0.4432840150855817,1.8724294001445012,0.4842057761732852,0.001
17,1.8277121928591018,0.4559520355865003,1.6703603319312692,0.5234657039711191,0.001
18,1.7974221531397923,0.47326177352287013,1.68026444412741,0.5370036101083032,0.001
19,1.759664294175813,0.4725848563968668,1.6512302112923631,0.5288808664259927,0.001
20,1.7197582552942774,0.4843825548786384,1.6375750565787084,0.5356498194945848,0.001
21,1.682234774059166,0.4985011120781356,1.549699594828196,0.5654332129963899,0.001
22,1.6465243911526442,0.50381974663959,1.6547237002031898,0.5388086642599278,0.001
23,1.6104181855758468,0.5144570157624988,1.6916194366634107,0.5243682310469314,0.001
24,1.5896044693697744,0.5203558650033846,1.9497709420613865,0.48285198555956677,0.001
25,1.5827009312454754,0.5191954356445218,1.5689173011573214,0.5663357400722022,0.001
26,1.5345141782530987,0.5338942075234503,1.5024490089623075,0.5762635379061372,0.001
27,1.5244285973182858,0.5367952809206072,1.762199801658465,0.5094765342960289,0.001
28,1.4654655170652786,0.5535248041775457,1.4792742965884158,0.5762635379061372,0.001
29,1.451086720165138,0.5540083164104052,1.5845124407365434,0.5681407942238267,0.001
30,1.4061887512907,0.5695774103084809,1.701489271670042,0.5523465703971119,0.001
31,1.4047878400556193,0.5643554781935983,1.3207923737673983,0.6240974729241877,0.001
32,1.38276050698537,0.5747026399767914,1.3741406783300187,0.6137184115523465,0.001
33,1.3307906264735887,0.5894981143022918,1.4075372722605075,0.6060469314079422,0.001
34,1.3351396661399124,0.5856300164394159,1.503989819585201,0.5825812274368231,0.001
35,1.2878582208855864,0.5989749540663378,1.3743199510264483,0.6177797833935018,0.001
36,1.2856355901843932,0.5965573929020405,1.3924069705852964,0.6114620938628159,0.001
37,1.2736340152976384,0.5966540953486124,1.4140169086869443,0.6010830324909747,0.0001
