epoch,train_loss,train_acc,val_loss,val_acc,lr
58,0.9815112879769436,0.689198336717919,1.3480766516730243,0.6362815884476535,0.001
59,0.9595566560769955,0.6951938884053767,1.3031492706670658,0.6620036101083032,0.001
60,0.9569146085576271,0.6955806981916642,1.1291525368225703,0.6994584837545126,0.001
61,0.9504240058789735,0.6981916642491055,1.131576829008247,0.6990072202166066,0.001
62,0.9220751034499898,0.7050575379557102,1.0440906656347888,0.7120938628158845,0.001
63,0.8961843537149964,0.7125036263417465,1.136036011716519,0.7003610108303249,0.001
64,0.9268670280370961,0.7038971085968475,1.0876723080335542,0.7080324909747292,0.001
65,0.8752904152019424,0.716661831544338,1.1885073778861697,0.6728339350180506,0.001
66,0.881872222572493,0.7201431196209264,1.300121190745908,0.6656137184115524,0.001
67,0.8740338755868964,0.7196596073880669,1.0451737065607891,0.7206678700361011,0.001
68,0.8690244633459098,0.7226573832317957,1.200640002312643,0.7075812274368231,0.001
69,0.8510979872909117,0.7225606807852238,1.1945733339777922,0.6899819494584838,0.001
70,0.8299927142357851,0.7317474132095542,1.1310361021262214,0.7184115523465704,0.001
71,0.821065838165641,0.7316507107629823,1.0362979961216234,0.723826714801444,0.001
72,0.8164940823751058,0.7318441156561261,1.158389814924247,0.6962996389891697,0.001
73,0.8056565231032372,0.7388066918093028,1.0741791083924608,0.726985559566787,0.001
74,0.7821690948901053,0.7477033168939174,1.1093035639408264,0.7138989169675091,0.001
75,0.8114171383223189,0.735808915965574,1.1125776212568317,0.7125451263537906,0.001
76,0.8028207950948942,0.7410308480804564,1.1865742624021178,0.703971119133574,0.001
77,0.7660695378329165,0.751861522096509,1.0782603817295942,0.7197653429602888,0.001
78,0.7454535065611653,0.7545691906005222,1.0341925534961025,0.7260830324909747,0.001
79,0.7584752868192706,0.7535054636882313,0.9590710737214622,0.7423285198555957,0.001
80,0.737666929809121,0.7629823034522774,1.2618389082299242,0.7057761732851986,0.001
81,0.7218840064237916,0.7611449569674112,1.119133235315123,0.7260830324909747,0.001
82,0.7041760867447332,0.7643361377042839,1.0740247534500562,0.7278880866425993,0.001
83,0.7014203102315905,0.7740063823614738,1.1250277288553947,0.7314981949458483,0.001
84,0.702799529923702,0.7714921187506044,1.2576556760911908,0.7062274368231047,0.001
85,0.6963018132252108,0.7776810753312059,1.1217071898147086,0.7292418772563177,0.001
86,0.7089453547481135,0.7686877478000194,0.9397450255142653,0.7581227436823105,0.001
87,0.6908716263778896,0.7730393578957547,1.2360402797533716,0.7116425992779783,0.001
88,0.6952159810361336,0.7722657383231796,1.080423957174005,0.7382671480144405,0.001
89,0.6725173373653953,0.7770041582052026,0.9394822794177472,0.7576714801444043,0.001
90,0.6745693227583315,0.7780678851174935,0.9041871805053325,0.7748194945848376,0.001
91,0.6756470566238106,0.7800019340489315,1.2776399394665383,0.7044223826714802,0.001
92,0.6698094007586409,0.7766173484189149,0.9611113280165496,0.7536101083032491,0.001
93,0.6418087009177333,0.7901556909389807,1.1426658212923402,0.7287906137184116,0.001
94,0.6398479080490697,0.7911227154046997,1.103990705004668,0.746841155234657,0.001
95,0.6347186507241268,0.788028237114399,1.0686311885337967,0.7396209386281588,0.001
96,0.6317435045927524,0.7915095251909874,0.9069476368625241,0.7657942238267148,0.001
97,0.6226900418080694,0.7980852915578764,0.935475403005896,0.7536101083032491,0.001
98,0.6147017039329076,0.798472101344164,1.045337507010367,0.7373646209386282,0.001
99,0.6029228651019823,0.7995358282564549,0.9624214669427287,0.7793321299638989,0.001
100,0.6084150971682503,0.8028237114398994,1.0335731717223295,0.7409747292418772,0.001
101,0.606295165673479,0.7998259355961705,1.182466481997218,0.7441335740072202,0.001
102,0.613813680642671,0.7986655062373078,1.0531161296238538,0.7630866425992779,0.001
103,0.5789538351574853,0.8112368242916546,1.1010953842087343,0.7224729241877257,0.001
104,0.5779941877248082,0.8105599071656513,1.0126369399714557,0.746841155234657,0.001
105,0.5657551655305008,0.8114302291847983,0.9667834058565353,0.7725631768953068,0.001
106,0.5631286788062839,0.8109467169519389,1.0168334095056306,0.7612815884476535,0.001
107,0.5656025384250801,0.8171356735325404,0.8989912241374542,0.7743682310469314,0.001
108,0.5738296152290921,0.8104632047190794,1.141462415134003,0.7152527075812274,0.001
109,0.5557412750346784,0.8152983270476744,1.163513726921288,0.7481949458483754,0.001
110,0.5532649885627106,0.8137510879025239,1.1875762283156495,0.7396209386281588,0.001
