epoch,train_loss,train_acc,val_loss,val_acc,lr
1,3.385029514480774,0.11933081906972247,3.014196910582725,0.19043321299638988,0.001
2,3.0228609453143562,0.18595880475776036,2.7612221791856126,0.2572202166064982,0.001
3,2.851462334339698,0.2237694613673726,2.5531083444395652,0.2937725631768953,0.001
4,2.7264160927554046,0.2527801953389421,2.5278353054170575,0.309115523465704,0.001
5,2.5760962960107014,0.28701286142539406,2.5412272021228226,0.3276173285198556,0.001
6,2.4794642335959782,0.31176868774780003,2.4437471537813815,0.33844765342960287,0.001
7,2.3749251314132223,0.3321729039744706,2.2137337178529815,0.398014440433213,0.001
8,2.2866263661874746,0.3647616284692003,2.077276840106675,0.42915162454873645,0.001
9,2.200013259637403,0.38313509331786094,2.082423951221287,0.43366425992779783,0.001
10,2.133873357865972,0.3978338651967895,1.9417960024052148,0.4566787003610108,0.001
11,2.053178932193907,0.4200754279083261,1.867329737769998,0.4936823104693141,0.001
12,1.9996630925756855,0.43109950681752246,1.8295147832119938,0.4963898916967509,0.001
13,1.9300971873181665,0.4480224349676047,1.7989218312480388,0.5085740072202166,0.001
14,1.8703827291147792,0.4681365438545595,1.6247987717067292,0.546028880866426,0.001
15,1.822025748023603,0.47809689585146503,1.7495164509714725,0.5072202166064982,0.001
16,1.790639075455012,0.48718692582922346,1.673607292588437,0.5351985559566786,0.001
17,1.7349293169944386,0.49772749250556036,1.5839699433598708,0.5541516245487365,0.001
18,1.696928975891299,0.5055603906778842,1.5467424625093755,0.5618231046931408,0.001
19,1.6410336933886678,0.5298327047674306,1.5238638195320158,0.5645306859205776,0.001
20,1.6215067725845123,0.5297360023208587,1.4431906499587241,0.5997292418772563,0.001
21,1.5736054924214304,0.5422106179286336,1.590673077838085,0.5636281588447654,0.001
22,1.5440513276002494,0.5496567063146698,1.4140666925519811,0.5979241877256317,0.001
23,1.5183284629787286,0.5590368436321439,1.4194488873980966,0.5875451263537906,0.001
24,1.48158966207306,0.5679334687167585,1.5067370781399283,0.5848375451263538,0.001
25,1.4747391484275039,0.5662895271250362,1.7375433888246006,0.5537003610108303,0.001
26,1.4455196441758844,0.5810850014505367,1.2590461771410726,0.6389891696750902,0.001
27,1.4015990066961768,0.5861135286722754,1.470410456726267,0.5898014440433214,0.001
28,1.3715130563815643,0.5945266415240306,1.4422189819253308,0.592057761732852,0.001
29,1.3563753722565004,0.598781549173194,1.4942846651111699,0.6092057761732852,0.001
30,1.3248457443828268,0.6041001837346485,1.4620897976500034,0.5965703971119134,0.001
31,1.3167508588331993,0.6131902137124069,1.421192907254188,0.5961191335740073,0.001
32,1.279723400535211,0.619765980079296,1.1903716786243426,0.6620036101083032,0.001
33,1.260104812917275,0.6183154433807175,1.2578058436459152,0.641245487364621,0.001
34,1.2542030584326842,0.622570351029881,1.2098033548692504,0.6520758122743683,0.001
35,1.2260415942880336,0.6329175128130742,1.206493654836386,0.6629061371841155,0.001
36,1.2234034755683916,0.6360119911033749,1.533571504944068,0.5825812274368231,0.001
37,1.2106126933618435,0.6392998742868194,1.324423785674443,0.6344765342960289,0.001
38,1.1701765801203157,0.6509041678754472,1.2233694327006701,0.6529783393501805,0.001
39,1.1539607087229289,0.6546755632917513,1.2663864340592808,0.6457581227436823,0.001
40,1.1420105459058139,0.6496470360700126,1.1378019251978355,0.6859205776173285,0.001
41,1.1127272304523939,0.665409534861232,1.1731773330846849,0.6669675090252708,0.001
42,1.091900021307543,0.6698578474035393,1.22867048518322,0.6696750902527075,0.001
43,1.0754564776202487,0.6765303162170003,1.1385210438325517,0.6845667870036101,0.001
44,1.0968536661436912,0.6727589208006962,1.3297552175900567,0.6335740072202166,0.001
45,1.0702304288596505,0.6774006382361474,1.2650837287145402,0.648014440433213,0.001
46,1.0583623669477418,0.6811720336524514,1.0875214204891495,0.6922382671480144,0.001
