epoch,train_loss,train_acc,val_loss,val_acc,lr
47,1.0437555089989203,0.6836862972633208,1.207852553804859,0.6588447653429603,0.001
48,1.0293711791611677,0.6895851465042065,1.1170005445445919,0.6895306859205776,0.001
49,1.006323915594909,0.6951938884053767,1.0468192573919193,0.7175090252707581,0.001
50,0.9779557939101875,0.7032201914708442,1.195207105216567,0.6719314079422383,0.001
51,0.9778256548775567,0.6954839957450923,1.0382577860828772,0.7003610108303249,0.001
52,0.9630522511300744,0.7046707281694227,1.2079170981038778,0.677797833935018,0.001
53,0.9635600872051784,0.7004158205202592,1.1627890986225666,0.6755415162454874,0.001
54,0.9430378471014751,0.7165651290977662,1.1137360523754078,0.6805054151624549,0.001
55,0.9146244122723571,0.7202398220674983,1.1957870553977223,0.6890794223826715,0.001
56,0.929101085284729,0.7143409728266125,0.9943205793842081,0.7184115523465704,0.001
57,0.9025989065847202,0.7193695000483512,1.0330418417169729,0.7179602888086642,0.001
58,0.8847548449227363,0.7282661251329658,1.23524548000377,0.6638086642599278,0.001
59,0.8672224619831018,0.7317474132095542,0.996343069988898,0.7247292418772563,0.001
60,0.8718154528375959,0.7349385939464268,1.0257554015527994,0.720216606498195,0.001
61,0.8618720248766649,0.7360023208587178,1.2546698259532667,0.680956678700361,0.001
62,0.8477243973316347,0.7408374431873126,1.013874777387626,0.7256317689530686,0.001
63,0.8365007060464767,0.7417077652064598,1.1472192098948069,0.6917870036101083,0.001
64,0.8277762659674353,0.7496373658253553,1.101293955038601,0.7120938628158845,0.001
65,0.8056547967530625,0.753795571027947,1.0721788901284284,0.723826714801444,0.001
66,0.8038173740750043,0.753795571027947,1.0885967907062075,0.7102888086642599,0.001
67,0.7967863112800461,0.7534087612416595,0.9679691309532964,0.7423285198555957,0.001
68,0.7811083628907447,0.7588240982496857,1.0044235714075798,0.7351083032490975,0.001
69,0.7726152349562793,0.7605647422879799,0.9732423943302692,0.7391696750902527,0.001
70,0.7762628219457581,0.7595977178222609,0.9885790700946904,0.7346570397111913,0.001
71,0.7553971215726651,0.7628856010057055,0.96719126752998,0.7351083032490975,0.001
72,0.743657543887807,0.7715888211971763,1.1065073478092786,0.6999097472924187,0.001
73,0.7148971693069189,0.7752635141669084,1.0920738332538398,0.7157039711191335,0.001
74,0.7254849839989792,0.7764239435257712,0.972333386486618,0.7481949458483754,0.001
75,0.7232587928006986,0.7734261676820423,0.9548863286576116,0.7472924187725631,0.001
76,0.7109722786790778,0.7814524707475099,0.9815293249240421,0.7364620938628159,0.001
77,0.7005963046930478,0.7802920413886472,0.9380257291053606,0.7576714801444043,0.001
78,0.6998144681985599,0.7850304612706701,0.9679308802642547,0.7378158844765343,0.001
79,0.663418273240567,0.7975050768784451,0.96770723459953,0.7396209386281588,0.001
80,0.6786808788332577,0.7901556909389807,1.208852304878648,0.6962996389891697,0.001
81,0.6886221173710847,0.7892853689198337,1.101575945258571,0.7215703971119134,0.001
82,0.6532088964846111,0.7985688037907359,0.9427667826091339,0.7581227436823105,0.001
83,0.6575702950970806,0.7986655062373078,1.1227504161290744,0.7215703971119134,0.001
84,0.6574698531204584,0.7951842181607195,1.0516511541841693,0.7342057761732852,0.001
85,0.6453626353440277,0.8034039261193309,1.0063279092527038,0.7387184115523465,0.001
86,0.6302503347627407,0.8042742481384779,1.0346308830412716,0.740072202166065,0.001
87,0.6249130937592249,0.8059181897302001,0.8889351110596089,0.7585740072202166,0.001
88,0.6041891345052329,0.8103665022725075,1.1461639150385392,0.7233754512635379,0.001
89,0.612056323279842,0.8075621313219224,1.1986246603921002,0.7053249097472925,0.001
90,0.6083453229427938,0.8115269316313702,0.9586489669682747,0.753158844765343,0.001
91,0.6153633005152633,0.8106566096122232,0.884466346420536,0.7748194945848376,0.001
92,0.5886223347951799,0.8172323759791122,0.9428251133929091,0.7608303249097473,0.001
93,0.5743548148444515,0.8202301518228411,1.0079502276134835,0.7549638989169675,0.001
94,0.5802417981873604,0.8208103665022725,0.9735151150596701,0.7554151624548736,0.001
95,0.5864226168779695,0.8147181123682429,0.9230363792891106,0.7585740072202166,0.001
96,0.5493720408600011,0.8289333720143119,0.8975939079312211,0.7671480144404332,0.001
97,0.5692884522703558,0.8248718692582923,0.8535254113510627,0.7861010830324909,0.001
98,0.5590555342619475,0.8219707958611353,0.8693984122913236,0.7608303249097473,0.001
99,0.5550107196536819,0.8255487863842955,1.0529379216342196,0.753158844765343,0.001
100,0.5531134535289689,0.8255487863842955,0.8069846746293216,0.7856498194945848,0.001
101,0.5716096113918021,0.8226477129871386,0.9218126023289098,0.76985559566787,0.001
102,0.5295838382364921,0.8349289237017696,1.1286230106646404,0.733754512635379,0.001
103,0.5435124984470906,0.8281597524417368,0.8693318547754942,0.7689530685920578,0.001
104,0.5255439971058411,0.8332849821100474,0.9341820119090029,0.7657942238267148,0.001
105,0.5287784150785478,0.8334783870031912,0.7978795259007478,0.7910649819494585,0.001
106,0.5076010527791536,0.8433420365535248,1.1876151699451762,0.7328519855595668,0.001
107,0.5276414468306636,0.838410211778358,0.8203953315204662,0.7815884476534296,0.001
108,0.5117292749001018,0.839377236244077,0.8845008801036793,0.7788808664259927,0.001
109,0.5042857951726435,0.843148631660381,0.9177425794222726,0.7671480144404332,0.001
110,0.5131658874758322,0.8350256261483415,0.8517813596484464,0.7788808664259927,0.001
